m:
96
Message(x):
010110111001101100101001101101000100001100011110011111001010011111010010110010110111101000011101
Key:
0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0
0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1
1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0
1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0
0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1
S-box(function f):
0,255
1,254
2,253
3,252
4,251
5,250
6,249
7,248
8,247
9,246
10,245
11,244
12,243
13,242
14,241
15,240
16,239
17,238
18,237
19,236
20,235
21,234
22,233
23,232
24,231
25,230
26,229
27,228
28,227
29,226
30,225
31,224
32,223
33,222
34,221
35,220
36,219
37,218
38,217
39,216
40,215
41,214
42,213
43,212
44,211
45,210
46,209
47,208
48,207
49,206
50,205
51,204
52,203
53,202
54,201
55,200
56,199
57,198
58,197
59,196
60,195
61,194
62,193
63,192
64,191
65,190
66,189
67,188
68,187
69,186
70,185
71,184
72,183
73,182
74,181
75,180
76,179
77,178
78,177
79,176
80,175
81,174
82,173
83,172
84,171
85,170
86,169
87,168
88,167
89,166
90,165
91,164
92,163
93,162
94,161
95,160
96,159
97,158
98,157
99,156
100,155
101,154
102,153
103,152
104,151
105,150
106,149
107,148
108,147
109,146
110,145
111,144
112,143
113,142
114,141
115,140
116,139
117,138
118,137
119,136
120,135
121,134
122,133
123,132
124,131
125,130
126,129
127,128
128,127
129,126
130,125
131,124
132,123
133,122
134,121
135,120
136,119
137,118
138,117
139,116
140,115
141,114
142,113
143,112
144,111
145,110
146,109
147,108
148,107
149,106
150,105
151,104
152,103
153,102
154,101
155,100
156,099
157,098
158,097
159,096
160,095
161,094
162,093
163,092
164,091
165,090
166,089
167,088
168,087
169,086
170,085
171,084
172,083
173,082
174,081
175,080
176,079
177,078
178,077
179,076
180,075
181,074
182,073
183,072
184,071
185,070
186,069
187,068
188,067
189,066
190,065
191,064
192,063
193,062
194,061
195,060
196,059
197,058
198,057
199,056
200,055
201,054
202,053
203,052
204,051
205,050
206,049
207,048
208,047
209,046
210,045
211,044
212,043
213,042
214,041
215,040
216,039
217,038
218,037
219,036
220,035
221,034
222,033
223,032
224,031
225,030
226,029
227,028
228,027
229,026
230,025
231,024
232,023
233,022
234,021
235,020
236,019
237,018
238,017
239,016
240,015
241,014
242,013
243,012
244,011
245,010
246,009
247,008
248,007
249,006
250,005
251,004
252,003
253,002
254,001
255,000
Permutation:
0,0
1,4
2,8
3,12
4,16
5,20
6,24
7,28
8,1
9,5
10,9
11,13
12,17
13,21
14,25
15,29
16,2
17,6
18,10
19,14
20,18
21,22
22,26
23,30
24,3
25,7
26,11
27,15
28,19
29,23
30,27
31,31
a:
0
